Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2021-02-12,1787.850354,1743.48,1817.99,1706.359584
ETH,2021-02-13,1845.672017,1787.852971,1867.39,1741.7
ETH,2021-02-14,1817.859145,1845.540052,1874.847704,1767.390744
ETH,2021-02-15,1803.889943,1817.863544,1851.684991,1786.71
ETH,2021-02-16,1780.19,1803.896405,1835.722054,1663.343469
ETH,2021-02-17,1781.927265,1780.18945,1825.175167,1725.58
ETH,2021-02-18,1850.95,1781.939966,1856.662493,1734.510463
ETH,2021-02-19,1938.235788,1850.95,1950.206091,1850.714418
ETH,2021-02-20,1958.134887,1938.24877,1974.910611,1891.647815
ETH,2021-02-21,1916.4,1958.135167,2038.84,1814.126851
ETH,2021-02-22,1935.57,1916.4,1975.994731,1887.635543
ETH,2021-02-23,1778.714506,1935.57,1937.511155,1531.004792
ETH,2021-02-24,1578.235653,1778.62638,1780.749528,1360.062332
ETH,2021-02-25,1625.83,1578.191234,1714,1502.07
ETH,2021-02-26,1479.54,1625.83,1671.72,1458.85
ETH,2021-02-27,1445.410541,1479.54,1563.16,1401.01
ETH,2021-02-28,1459.294856,1445.409457,1526.82,1427.7
ETH,2021-03-01,1421.77,1459.294873,1468.766347,1294.896651
ETH,2021-03-02,1571.47,1421.77,1573.174167,1414.01
ETH,2021-03-03,1489.22,1571.82,1604.56,1457.26
ETH,2021-03-04,1569.23,1489.22,1656.3,1478.61
ETH,2021-03-05,1538.857829,1569.23,1624.67,1505.971396
ETH,2021-03-06,1531.904931,1538.857991,1548.97,1443.86
ETH,2021-03-07,1651.716508,1531.563281,1670.91,1514.16
ETH,2021-03-08,1727.49,1651.671991,1734.127443,1631.96
ETH,2021-03-09,1833.73,1727.667058,1841.83,1667.041907
ETH,2021-03-10,1872.17,1833.68,1872.17,1800.19
ETH,2021-03-11,1795.79,1871.99,1878.91,1758.981084
ETH,2021-03-12,1826.07,1796.207484,1846.895607,1725
ETH,2021-03-13,1767.375953,1826.07,1840.764055,1722.95
ETH,2021-03-14,1922.148797,1767.373651,1942.70183,1728.3
ETH,2021-03-15,1848.91,1922.131897,1931.210068,1838.25
ETH,2021-03-16,1793.21,1848.91,1890,1735.87
ETH,2021-03-17,1806.037214,1793.21,1818.357346,1713
ETH,2021-03-18,1823.992556,1806.039328,1839.3,1743.35
ETH,2021-03-19,1776.329135,1823.985029,1849.015159,1760
ETH,2021-03-20,1809.38,1776.331961,1840.102701,1734.939859
ETH,2021-03-21,1804.251681,1809.38,1868.236041,1801.468741
ETH,2021-03-22,1784.580776,1804.229505,1816.48,1748.25
ETH,2021-03-23,1682.397302,1784.574599,1806.38,1657.26
ETH,2021-03-24,1669.126114,1682.192286,1721.156181,1653.001231
ETH,2021-03-25,1582.818756,1669.085682,1739.68438,1546.5
ETH,2021-03-26,1587.26,1582.826947,1621.560978,1550
ETH,2021-03-27,1700.056945,1587.08,1700.133575,1587
ETH,2021-03-28,1713.851565,1700.056956,1731.7,1667.510862
ETH,2021-03-29,1686.380765,1713.845084,1724.63,1662.217506
ETH,2021-03-30,1816.264098,1686.381166,1840.93,1677
ETH,2021-03-31,1841.378033,1816.264037,1859.077596,1787
ETH,2021-04-01,1917.91,1841.358907,1947.132361,1773.33
ETH,2021-04-02,1967.99637,1917.91,1982,1886.76
ETH,2021-04-03,2134.751504,1968.024158,2143.99,1950.539
ETH,2021-04-04,2010.039507,2134.68,2138.182887,2003.29
ETH,2021-04-05,2076.6,2010.039513,2091.639968,1981.16
ETH,2021-04-06,2107.219015,2076.6,2129.47,2003.6
ETH,2021-04-07,2112.69,2107.22675,2150.537332,2046.47
ETH,2021-04-08,1962.138016,2113,2128.078745,1930.56
ETH,2021-04-09,2081,1962.037361,2084.29,1950.22
ETH,2021-04-10,2066.931345,2081,2100,2050.17
ETH,2021-04-11,2134.029595,2066.897851,2194.76,2057.71
ETH,2021-04-12,2149.998214,2134.034473,2163.18,2113.48
ETH,2021-04-13,2138.001412,2149.973806,2199.195598,2103.23
ETH,2021-04-14,2300.02,2138.001418,2316.680021,2136.35
ETH,2021-04-15,2432.04,2300.02,2445.58303,2283.27
ETH,2021-04-16,2517.423101,2432.057503,2545.520911,2401.26
ETH,2021-04-17,2426.65,2517.40904,2548,2306.921872
ETH,2021-04-18,2319.11,2426.64,2496.82,2316.97
ETH,2021-04-19,2242.125713,2318.67,2340.021054,1963.133666
ETH,2021-04-20,2164.39,2242.125056,2281.364726,2080.7
ETH,2021-04-21,2333.707955,2164.39,2348.240911,2056.06
ETH,2021-04-22,2358.13,2333.635226,2468.644197,2239.165146
ETH,2021-04-23,2401.46,2358.13,2644.41,2309.11
ETH,2021-04-24,2369.08,2401.22,2441.74,2109.64
ETH,2021-04-25,2217.33,2369.08,2369.993098,2160.01
ETH,2021-04-26,2321.78,2217.33,2356.426225,2166.22
ETH,2021-04-27,2534.859307,2321.78,2542,2307.63
ETH,2021-04-28,2667.86,2534.805559,2680.311853,2485.18
ETH,2021-04-29,2750.831686,2667.86,2761.74,2561.915
ETH,2021-04-30,2758.703545,2750.889357,2799.993191,2672.22
ETH,2021-05-01,2776.726975,2758.693697,2799.146087,2728.22835
ETH,2021-05-02,2948.688232,2776.72549,2954.621995,2758.459388
ETH,2021-05-03,2952.322791,2948.68473,2985.69,2858
ETH,2021-05-04,3432.980607,2952.293,3456.18,2952.293
ETH,2021-05-05,3242.02,3432.867902,3529.974888,3175
ETH,2021-05-06,3529.002196,3242.02,3548.348742,3212
ETH,2021-05-07,3491.804648,3528.955137,3608.57,3382.64
ETH,2021-05-08,3484.7,3491.827995,3592.939398,3359
ETH,2021-05-09,3914.12,3484.7,3959.494895,3455.44
ETH,2021-05-10,3928.207477,3914.12,3982.115005,3732.84
ETH,2021-05-11,3950.254169,3928.316346,4210.110317,3667.78
ETH,2021-05-12,4177.778155,3950.112726,4182.474174,3778.891395
ETH,2021-05-13,3823.593944,4177.764685,4379.105321,3748.278118
ETH,2021-05-14,3720.21,3824.054959,4039.113811,3547.415616
ETH,2021-05-15,4080.902547,3720.057588,4177.03,3695.14
ETH,2021-05-16,3645.93,4080.786092,4133.278052,3635.73
ETH,2021-05-17,3585.36,3645.93,3878.22,3349.76858
ETH,2021-05-18,3281.771124,3585.367391,3587.14,3120.78244
ETH,2021-05-19,3378.807527,3281.766522,3565.22,3243.71
ETH,2021-05-20,2443.479552,3378.756365,3440.27,1887.371209
ETH,2021-05-21,2774.561847,2443.229665,2997.627586,2162.36
ETH,2021-05-22,2436.184614,2774.653013,2942.62,2106.505473
ETH,2021-05-23,2294.217147,2435.993995,2485.13,2157.8
ETH,2021-05-24,2100.07,2296.31,2380.433085,1732.01
ETH,2021-05-25,2649.28,2099.58,2675,2086.26
ETH,2021-05-26,2706.23105,2649.28,2752.9,2388.82
ETH,2021-05-27,2888.927087,2706.241953,2911.684806,2647.53
ETH,2021-05-28,2739.88267,2888.94224,2890.78,2642.97
ETH,2021-05-29,2413.17,2740.083665,2761.61,2329.58
ETH,2021-05-30,2279.452919,2413.842371,2574.63,2209.847153
ETH,2021-05-31,2389.388445,2279.504424,2477.15,2184.69
ETH,2021-06-01,2708.645,2389.388278,2719.43,2277.982981
ETH,2021-06-02,2634.3,2708.645,2740.249903,2530
ETH,2021-06-03,2707.484447,2634.3,2800.756956,2553.53
ETH,2021-06-04,2854.24,2707.399419,2888.906964,2663.88
ETH,2021-06-05,2690.979532,2854.300986,2858.591773,2555.01
ETH,2021-06-06,2629.871406,2690.912333,2816.92,2556.053667
ETH,2021-06-07,2711.618751,2629.80805,2745.25,2616.495416
ETH,2021-06-08,2593.04,2711.598959,2848,2575.69
ETH,2021-06-09,2509.265787,2592.47,2619.89,2310.2
ETH,2021-06-10,2610.387004,2509.137286,2626.28,2409.03
ETH,2021-06-11,2470.631594,2610.387499,2623.85,2429.67
ETH,2021-06-12,2353.570004,2470.687801,2496.04,2323.03
ETH,2021-06-13,2368.610336,2353.683058,2450,2260.48
ETH,2021-06-14,2509.625354,2368.612164,2548.75338,2311
ETH,2021-06-15,2582.57,2509.706364,2608.56,2462.65
ETH,2021-06-16,2543.836457,2582.57,2639.23,2510.18
ETH,2021-06-17,2367.462116,2543.88012,2553.36,2352.28
ETH,2021-06-18,2371.13,2367.478133,2457.733127,2306.87
ETH,2021-06-19,2230.63177,2371.13,2376.54,2138.830605
ETH,2021-06-20,2167.49,2230.917556,2276.89,2163.57
ETH,2021-06-21,2242.894526,2166.27,2275.63,2044.32
ETH,2021-06-22,1887.63,2242.902121,2257.805657,1865.315
ETH,2021-06-23,1879.93,1887.63,1996.58,1701.1
ETH,2021-06-24,1968.08559,1879.93,2044.37,1824.7
ETH,2021-06-25,1988.13653,1968.13622,2035,1886.412656
ETH,2021-06-26,1811.60242,1988.125436,2019.18,1793.481622
ETH,2021-06-27,1830.317767,1811.605613,1850.79,1718.19
ETH,2021-06-28,1981.400593,1830.315725,1983.14,1809.05
ETH,2021-06-29,2082.46,1981.399664,2143.31,1963.15
ETH,2021-06-30,2162.5,2082.46,2244,2076.29
ETH,2021-07-01,2276.34,2162.5,2286.45,2089.52
ETH,2021-07-02,2110,2276.34,2276.813,2075.71
ETH,2021-07-03,2155.818992,2109.323,2158.98,2018.8
ETH,2021-07-04,2227.453884,2155.817738,2238.908,2114.337577
ETH,2021-07-05,2323.716179,2227.450816,2386.39,2191.11
ETH,2021-07-06,2197.916113,2323.716573,2323.716573,2160.662
ETH,2021-07-07,2323.029048,2197.83175,2349,2195.95
ETH,2021-07-08,2316.379382,2322.987536,2408.39,2296.08
ETH,2021-07-09,2116.62,2316.346126,2323.478022,2086.85
ETH,2021-07-10,2147.041684,2116.96,2185.894635,2050
ETH,2021-07-11,2110.442837,2147.041304,2191.568222,2076.2
ETH,2021-07-12,2139.817301,2110.42747,2171.85,2081.9
ETH,2021-07-13,2034.88,2139.818144,2167.906684,2008.07
ETH,2021-07-14,1940.247498,2034.88,2045.14,1918.08
ETH,2021-07-15,1994.016592,1940.278336,2018.42,1866
ETH,2021-07-16,1917.154836,1994.023707,2039.24,1881.01
ETH,2021-07-17,1876.99,1917.230703,1963.679699,1850.35
ETH,2021-07-18,1898.884652,1877.22,1917.46,1848.5
ETH,2021-07-19,1892.04,1898.92889,1992.73,1879.8
ETH,2021-07-20,1817.446698,1892.04,1917.58,1805.93
ETH,2021-07-21,1786.037489,1817.475277,1839.369179,1718.99
ETH,2021-07-22,1994.56,1785.99699,2029.9,1755.404
ETH,2021-07-23,2024.401783,1995,2044.6,1949.67
ETH,2021-07-24,2124.659601,2024.418331,2130.597102,1997.67
ETH,2021-07-25,2186.616205,2124.796581,2199.214014,2108.01
ETH,2021-07-26,2192.240132,2186.61433,2197,2108.99
ETH,2021-07-27,2229.46,2192.240091,2431.920552,2176.03
ETH,2021-07-28,2301.116092,2229.46,2318.331963,2153.82
ETH,2021-07-29,2300.1,2301.100566,2345.003723,2246.48
ETH,2021-07-30,2382.056894,2299.554696,2399.99,2268.1
ETH,2021-07-31,2464.18,2382.056305,2470.12,2318.16
ETH,2021-08-01,2529.571589,2463.945626,2553.409205,2422.78
ETH,2021-08-02,2557.45,2529.576816,2698.47,2515.898
ETH,2021-08-03,2608.836026,2557.45,2664.74,2511
ETH,2021-08-04,2507.34,2608.836322,2630.002228,2447.65
ETH,2021-08-05,2725.315015,2507.34,2769.92,2460.1622
ETH,2021-08-06,2829.234176,2725.333549,2843.723336,2533.28
ETH,2021-08-07,2892.075583,2829.233674,2948.981477,2722.36
ETH,2021-08-08,3162.77424,2892.160784,3172.38,2868.4
ETH,2021-08-09,3014.952682,3162.825369,3189.97,2950.2
ETH,2021-08-10,3165.986763,3014.758797,3188.187375,2895.92
ETH,2021-08-11,3141.965668,3165.827231,3233.82,3053
ETH,2021-08-12,3164.5,3141.991051,3275,3123.08
ETH,2021-08-13,3045.779164,3164.5,3238.9,2982.272785
ETH,2021-08-14,3324.419302,3045.706386,3328,3036.880487
ETH,2021-08-15,3266.994338,3324.419351,3332.51,3209.07
ETH,2021-08-16,3311.56,3266.966704,3322.52,3116.04
ETH,2021-08-17,3147.34,3311.56,3336.837596,3137.01
ETH,2021-08-18,3012.03,3147.34,3291.375915,2995
ETH,2021-08-19,3014.36,3011.95,3125.594514,2952.91
ETH,2021-08-20,3185.183344,3014.38,3187.48,2961.457421
ETH,2021-08-21,3286.047004,3185.166579,3301.022087,3180.36
ETH,2021-08-22,3226.933456,3286.073802,3310,3210.21
ETH,2021-08-23,3242.507272,3226.96253,3274.71,3131
ETH,2021-08-24,3320.619191,3242.506736,3378.6,3235.360736
ETH,2021-08-25,3173.689343,3320.622527,3359.52,3149.447141
ETH,2021-08-26,3228.51,3173.689346,3248.99,3080.885
ETH,2021-08-27,3093.18,3228.51,3250.55,3056.25
ETH,2021-08-28,3275.659008,3093.181822,3282.110881,3063.665668
ETH,2021-08-29,3246.672557,3275.716682,3286.163547,3214.413784
ETH,2021-08-30,3225.66087,3246.724602,3286.51,3155.03
ETH,2021-08-31,3226.619071,3225.663751,3348.3,3147.01
ETH,2021-09-01,3432.335123,3226.62498,3473.56,3190.95
ETH,2021-09-02,3830.81,3432.223577,3841.69,3385.18
ETH,2021-09-03,3788.18,3831.7,3836.85,3725.36
ETH,2021-09-04,3938.382738,3788.47,4026.927441,3713
ETH,2021-09-05,3887.069324,3938.630968,3970,3836.16
ETH,2021-09-06,3952.490251,3887.153274,3982.775603,3836.77
ETH,2021-09-07,3928.89,3952.489786,3969.9,3868.8
ETH,2021-09-08,3429.61,3928.89,3947.218987,3027.28699
ETH,2021-09-09,3498.754733,3429.61,3560.19,3218.21
ETH,2021-09-10,3423.718544,3498.763999,3567.37,3395.435
ETH,2021-09-11,3207.878737,3423.82,3511.90203,3150
ETH,2021-09-12,3265.25269,3208.129265,3346.58,3203.1
ETH,2021-09-13,3407.466508,3265.256648,3471.24,3233.384979
ETH,2021-09-14,3285.430452,3407.466542,3429.13,3116.81
ETH,2021-09-15,3435.948,3285.460319,3436.19,3271.91
ETH,2021-09-16,3614.81,3435.07,3616.19,3362.44
ETH,2021-09-17,3569.252747,3614.81,3674,3486.27
ETH,2021-09-18,3398.404346,3569.250804,3592,3351.685148
ETH,2021-09-19,3436.497704,3398.435371,3541.53,3370.19
ETH,2021-09-20,3328.583989,3436.466743,3455.337,3280.36
ETH,2021-09-21,2975.29,3328.606521,3345.44,2922.19
ETH,2021-09-22,2763.54,2976.48,3102.54136,2653.68
ETH,2021-09-23,3077.493825,2764.81,3090,2738.997
ETH,2021-09-24,3154.798068,3077.729567,3174.045544,3038.21
ETH,2021-09-25,2930.156891,3154.803412,3159.538956,2738.4
ETH,2021-09-26,2924.454127,2930.029719,2967.34,2806.55
ETH,2021-09-27,3063.54168,2924.391966,3116.07,2742.45
ETH,2021-09-28,2927.360146,3063.504855,3165.835687,2925.29
ETH,2021-09-29,2806.657645,2927.367286,2968.739362,2791.12
ETH,2021-09-30,2851.08,2806.67013,2948.52,2784.254
ETH,2021-10-01,3000.59,2851.270351,3047.5,2838.1
ETH,2021-10-02,3309.63234,3000.59,3331.859253,2970.01
ETH,2021-10-03,3390.487447,3309.571077,3466.95,3260.938591
ETH,2021-10-04,3419.164706,3390.48027,3487.93,3345.38
ETH,2021-10-05,3384.407481,3419.352298,3437.06,3275.13
ETH,2021-10-06,3517.6,3384.637572,3544.68,3366.396183
ETH,2021-10-07,3577.177283,3517.6,3628.01,3346.52
ETH,2021-10-08,3587.33,3577.00221,3652.528613,3472.09
ETH,2021-10-09,3561.00529,3587.391111,3669.16,3536.51
ETH,2021-10-10,3574.445588,3561.165985,3633.09,3540.37
ETH,2021-10-11,3418.523212,3574.639893,3603.9,3411.65
ETH,2021-10-12,3544.421665,3417.820515,3620.837032,3375
ETH,2021-10-13,3489.482903,3543.94,3548.99,3405.03
ETH,2021-10-14,3607.282523,3489.595217,3612.19,3413.25
ETH,2021-10-15,3790.53,3607.285057,3823.19117,3589.636584
ETH,2021-10-16,3868.667071,3790.53,3900,3735.61
ETH,2021-10-17,3826.444975,3868.72194,3967.61,3804.378228
ETH,2021-10-18,3846.354,3826.899284,3917.92,3650.39661
ETH,2021-10-19,3746.726466,3846.728068,3893.93,3679.21
ETH,2021-10-20,3877.314512,3746.608168,3885.615909,3734.143455
ETH,2021-10-21,4161.051621,3877.286933,4168.305482,3830.79
ETH,2021-10-22,4055.82,4161.389082,4369.694976,4017.05
ETH,2021-10-23,3971.040545,4055.596011,4167.765752,3890.81
ETH,2021-10-24,4169.584459,3971.053069,4169.893503,3939.14
ETH,2021-10-25,4082.892352,4169.472756,4184.15,3965
ETH,2021-10-26,4219.380491,4082.64,4235.416274,4070.675337
ETH,2021-10-27,4129.914407,4219.469519,4293.79,4092.51
ETH,2021-10-28,3925.44,4130.017008,4304.54,3917.05
ETH,2021-10-29,4288.807153,3923.94,4293.83,3893.87
ETH,2021-10-30,4416.417582,4288.832825,4458.273086,4269.44
ETH,2021-10-31,4322.477426,4416.603,4433.15,4241.33
ETH,2021-11-01,4290.566044,4322.576668,4395.556996,4170
ETH,2021-11-02,4323.776772,4290.551815,4381.24286,4153.46
ETH,2021-11-03,4590.700338,4323.665085,4603.101291,4289.46
ETH,2021-11-04,4605.50274,4590.653299,4668.68698,4457.81
ETH,2021-11-05,4537.818768,4605.483633,4608.669912,4423.94
ETH,2021-11-06,4480.383466,4537.686984,4573.62,4447.244884
ETH,2021-11-07,4522.184223,4480.370788,4531.327697,4332.962944
ETH,2021-11-08,4617.467489,4522.229977,4638.18,4508.49
ETH,2021-11-09,4811.695528,4617.419593,4823.951188,4617.419593
ETH,2021-11-10,4732.4796,4811.697594,4839.92494,4715.390084
ETH,2021-11-11,4635.94,4732.302254,4865.572397,4477.91
ETH,2021-11-12,4723.59,4634.94,4780.89791,4580.787585
ETH,2021-11-13,4669.136335,4723.51,4807.30043,4511.22
ETH,2021-11-14,4646.859294,4669.085105,4706.016808,4588.03862
ETH,2021-11-15,4627.061081,4646.861487,4692.59,4518.323902
ETH,2021-11-16,4564.442999,4627.065547,4769.194922,4544.026566
ETH,2021-11-17,4210.93672,4564.430234,4564.435891,4111.09
ETH,2021-11-18,4290.550888,4210.769847,4298.21,4069.68
ETH,2021-11-19,3999.76,4290.344927,4344.236693,3960.62
ETH,2021-11-20,4299.867081,3999.76,4311,3978.41
ETH,2021-11-21,4415.10931,4299.835467,4437.6191,4208.58
ETH,2021-11-22,4265.94,4415.269376,4425.48,4250
ETH,2021-11-23,4090.782006,4265.94,4316.89,4026.02
ETH,2021-11-24,4342.53,4090.449175,4388.37277,4063.75
ETH,2021-11-25,4274.311115,4342.501761,4371.470762,4170.08
ETH,2021-11-26,4524.62,4274.058592,4553.937672,4251.89
ETH,2021-11-27,4038.98,4525.47,4553.28,3920.31
ETH,2021-11-28,4100.2039,4043.06,4184.99,4032.913263
ETH,2021-11-29,4297.72,4100.107606,4300.041397,3971.18
ETH,2021-11-30,4447.9537,4297.72,4460.429442,4284.68
ETH,2021-12-01,4628.89,4447.985166,4754.756885,4353.12
ETH,2021-12-02,4587.185504,4629.312,4782.4,4528.19
ETH,2021-12-03,4515.867117,4587.138158,4636.55,4437.41
ETH,2021-12-04,4222.8,4515.57648,4658.81,4047.655459
ETH,2021-12-05,4126.1,4221.726028,4238.018938,3512.680898
ETH,2021-12-06,4201.512738,4126.1,4254.506056,4038.29
ETH,2021-12-07,4359.945223,4201.538415,4379.425,3924.76
ETH,2021-12-08,4310.180119,4357.06,4429.8,4262.48
ETH,2021-12-09,4440.333251,4310.249177,4455,4230.5
ETH,2021-12-10,4106.33,4440.304082,4490.71,4077.03
ETH,2021-12-11,3901.851456,4106.45,4228.93,3891.68
ETH,2021-12-12,4082.9,3901.765795,4097.91,3837.2
ETH,2021-12-13,4135.093812,4088.8,4175.328844,3990.01
ETH,2021-12-14,3784.281592,4134.991623,4142.700985,3672.66
ETH,2021-12-15,3861.96,3784.171155,3881.71,3689
ETH,2021-12-16,4020.425988,3861.675634,4093.84,3648.976058
ETH,2021-12-17,3957.042448,4020.46459,4113.9,3956.176
ETH,2021-12-18,3877.5,3957.042787,3993.96,3700.05
ETH,2021-12-19,3962.02,3877.5,3998.1,3770.85
ETH,2021-12-20,3924.82665,3961.92,4030.11,3890
ETH,2021-12-21,3942.035523,3924.826241,3980.01,3756.51
ETH,2021-12-22,4018.39,3942.150555,4063,3915.94
ETH,2021-12-23,3981.118385,4018.39,4073.583314,3939.59
ETH,2021-12-24,4111.281482,3981.120034,4153.82,3897.1
ETH,2021-12-25,4046.448933,4111.86,4135.79,4021.77
ETH,2021-12-26,4097.52044,4046.801259,4138.830561,4026.46
ETH,2021-12-27,4064.820722,4097.479744,4106.05,4008.32
ETH,2021-12-28,4037.374949,4064.648316,4127.6,4035.548461
ETH,2021-12-29,3793.79,4037.374393,4037.863798,3761.35
ETH,2021-12-30,3628.882034,3793.67,3826.67752,3604.99
ETH,2021-12-31,3710.231568,3628.940621,3768.865221,3587.11
ETH,2022-01-01,3676.966786,3710.143956,3812.68,3622.688657
ETH,2022-01-02,3766.822444,3676.884634,3776.386297,3676.510346
ETH,2022-01-03,3831.536416,3766.860399,3853.55,3719.14
ETH,2022-01-04,3763.94,3831.30498,3849.97,3682.83
ETH,2022-01-05,3786.64,3763.94,3891,3715.02
ETH,2022-01-06,3536.675214,3786.64,3846.74,3416.291762
ETH,2022-01-07,3408.497714,3538.66,3547.77,3300.44
ETH,2022-01-08,3195.41058,3408.452115,3413.5,3076
ETH,2022-01-09,3080.715902,3195.755019,3245.65,3001.014781
ETH,2022-01-10,3150.704468,3080.672489,3210.837775,3060.38
ETH,2022-01-11,3085.43,3151.3,3179.8,2930.510779
ETH,2022-01-12,3239.692938,3084.65,3263.351453,3055.0256
ETH,2022-01-13,3372.718633,3239.670169,3412.44,3208.59
ETH,2022-01-14,3240.86,3372.71848,3411.26,3235.11
ETH,2022-01-15,3310.13,3241.82,3342,3192.08
ETH,2022-01-16,3328.906577,3310.300967,3373.06,3263.96
ETH,2022-01-17,3349.759674,3328.907018,3390.65,3275.97
ETH,2022-01-18,3210.941462,3349.761763,3358.43,3144.64
ETH,2022-01-19,3161.615561,3211.002963,3242.59,3086
ETH,2022-01-20,3084.948083,3161.623576,3173.48,3049.732063
ETH,2022-01-21,3004.102711,3084.949994,3271.241,2987.04
ETH,2022-01-22,2569.66,3003.94155,3032.67,2470.05
ETH,2022-01-23,2411.906365,2569.66,2624.08,2303.28
ETH,2022-01-24,2541.52865,2411.9,2549.26,2373.84
ETH,2022-01-25,2442.806399,2541.70629,2541.70629,2160.84
ETH,2022-01-26,2458.695122,2442.78533,2508.06,2351.91
ETH,2022-01-27,2463.591361,2458.758212,2722.46,2405.8
ETH,2022-01-28,2425.17,2463.639612,2520.03,2317.900907
ETH,2022-01-29,2547.4,2425.24,2557.74,2360.95
ETH,2022-01-30,2601.92,2547.4,2636.26,2523
ETH,2022-01-31,2604.370991,2601.92,2638.42,2544.74
ETH,2022-02-01,2689.271292,2604.275906,2705.78,2479.78
ETH,2022-02-02,2790.066867,2689.323746,2813.19,2677.03
ETH,2022-02-03,2682.36,2790.002983,2811.79,2615.15
ETH,2022-02-04,2695.436,2682.66,2725.620831,2579.48
ETH,2022-02-05,2996.531122,2695.436,2997.7,2674.436945
ETH,2022-02-06,3015.345473,2996.747128,3062.9,2963.860728
ETH,2022-02-07,3058.17,3015.303187,3074.65,2956.09
ETH,2022-02-08,3141.105359,3058.1717,3188.695923,2997.329359
ETH,2022-02-09,3118.984605,3141.057242,3232.89,3030
ETH,2022-02-10,3246.733353,3119.129901,3272,3058.11
ETH,2022-02-11,3074.102905,3246.755026,3282.66,3061.13
